iter	RMSE
1668	53353.67168
1669	53337.77901
1670	53323.92575
1671	53311.45296
1672	53301.04083
1673	53287.74078
1674	53257.79426
1675	53247.67437
1676	53231.75424
1677	53226.90357
1678	53214.50155
1679	53202.8936
1680	53182.61702
1681	53169.81257
1682	53160.10362
1683	53144.08778
1684	53137.93733
1685	53119.5989
1686	53109.49914
1687	53093.67767
1688	53092.5698
1689	53077.02992
1690	53071.42012
1691	53070.62392
1692	53063.43591
1693	53054.19801
1694	53045.8556
1695	53038.29545
1696	53036.13036
1697	53017.3823
1698	53016.58537
1699	53004.92371
1700	52999.62326
1701	52991.07822
1702	52979.39215
1703	52974.27252
1704	52967.0477
1705	52957.47081
1706	52951.95235
1707	52946.84121
1708	52944.53583
1709	52925.35512
1710	52915.1034
1711	52908.12119
1712	52900.04812
1713	52892.38675
1714	52880.72375
1715	52865.99895
1716	52841.90161
1717	52830.39054
1718	52821.85055
1719	52806.92083
1720	52796.83168
1721	52773.58132
1722	52759.66044
1723	52752.01863
1724	52745.75555
1725	52734.8587
1726	52722.61348
1727	52710.59265
1728	52709.84948
1729	52701.3895
1730	52700.64496
1731	52689.42507
1732	52688.77911
1733	52683.24988
1734	52674.92855
1735	52667.16039
1736	52656.26813
1737	52645.01921
1738	52638.74982
1739	52627.59505
1740	52607.63566
1741	52601.60336
1742	52593.6318
1743	52592.10586
1744	52591.71619
1745	52572.6267
1746	52568.4446
1747	52565.65398
1748	52557.80093
1749	52552.98909
1750	52541.83017
1751	52536.10342
1752	52527.73744
1753	52516.89949
1754	52516.28209
1755	52507.44107
1756	52502.27857
1757	52493.15766
1758	52482.03271
1759	52467.69022
1760	52458.65935
1761	52433.49763
1762	52421.76616
1763	52416.99242
1764	52399.48766
1765	52398.76274
1766	52386.05272
1767	52385.737
1768	52363.96758
1769	52360.77066
1770	52351.03227
1771	52343.46677
1772	52331.76856
1773	52312.97244
1774	52308.91908
1775	52295.38509
1776	52289.43975
1777	52288.83713
1778	52277.59795
1779	52270.08094
1780	52249.77724
1781	52229.84413
1782	52225.0289
1783	52210.32001
1784	52203.94697
1785	52183.23055
1786	52173.27632
1787	52166.42827
1788	52150.56675
1789	52146.13978
1790	52139.85064
1791	52139.57535
1792	52116.62246
1793	52110.11612
1794	52087.39344
1795	52070.93907
1796	52063.67863
1797	52048.67708
1798	52042.66806
1799	52037.51876
1800	52036.27884
1801	52029.9766
1802	52029.29401
1803	52012.07088
1804	52010.63713
1805	52004.91746
1806	51994.87005
1807	51981.98777
1808	51968.65666
1809	51953.98817
1810	51949.69744
1811	51940.74626
1812	51934.61004
1813	51923.27376
1814	51913.48733
1815	51909.81201
1816	51909.13418
1817	51903.87246
1818	51888.0951
1819	51882.86305
1820	51873.59317
1821	51866.33899
1822	51854.93048
1823	51848.02011
1824	51841.60762
1825	51834.74782
1826	51827.51549
1827	51823.91624
1828	51815.73371
1829	51806.56798
1830	51805.11005
1831	51794.75608
1832	51782.96867
1833	51776.30004
1834	51763.16969
1835	51755.99469
1836	51745.66951
1837	51732.07035
1838	51728.18952
1839	51708.09235
1840	51703.3994
1841	51688.40976
1842	51680.37534
1843	51675.21586
1844	51664.67115
1845	51658.67519
1846	51655.86001
1847	51651.22173
1848	51628.58958
1849	51615.95536
1850	51607.6889
1851	51587.59368
1852	51586.96691
1853	51571.98762
1854	51556.8352
1855	51538.16007
1856	51529.80785
1857	51521.82503
1858	51520.69696
1859	51512.18418
1860	51505.30571
1861	51497.51912
1862	51497.20345
1863	51496.75223
1864	51485.48368
1865	51473.49184
1866	51469.20871
1867	51462.60618
1868	51461.83061
1869	51457.37696
1870	51448.0913
1871	51439.4096
1872	51419.07766
1873	51408.72484
1874	51401.90109
1875	51390.77928
1876	51376.66848
1877	51355.12429
1878	51354.38782
1879	51342.66444
1880	51333.5953
1881	51322.41039
1882	51314.42228
1883	51286.15952
1884	51273.79618
1885	51266.95876
1886	51261.8155
1887	51249.46053
1888	51248.16034
1889	51247.26313
1890	51234.88793
1891	51233.64463
1892	51218.59968
1893	51203.61781
1894	51193.34462
1895	51181.34022
1896	51180.17231
1897	51164.09461
1898	51139.98939
1899	51123.74311
1900	51114.72089
1901	51096.91873
1902	51092.39966
1903	51083.02418
1904	51062.70815
1905	51051.14624
1906	51032.65438
1907	51023.30501
1908	51022.68887
1909	51012.28012
1910	51004.71556
1911	51001.62251
1912	50994.56415
1913	50992.72607
1914	50977.87829
1915	50969.69239
1916	50962.42213
1917	50952.89601
1918	50952.11158
1919	50948.58871
1920	50938.39968
1921	50933.73629
1922	50923.98488
1923	50920.11019
1924	50914.65445
1925	50910.95946
1926	50899.52583
1927	50896.12876
1928	50889.16537
1929	50876.04343
1930	50858.22391
1931	50851.46072
1932	50848.57031
1933	50846.03252
1934	50842.2012
1935	50829.79729
1936	50821.14492
1937	50808.03537
1938	50803.34551
1939	50791.3983
1940	50776.37827
1941	50768.07485
1942	50764.57371
1943	50758.76732
1944	50750.53491
1945	50744.33662
1946	50727.82025
1947	50714.45673
1948	50711.89945
1949	50701.25395
1950	50697.29364
1951	50677.90228
1952	50672.91408
1953	50665.35315
1954	50650.25127
1955	50640.33673
1956	50615.32788
1957	50612.58507
1958	50602.17196
1959	50585.25434
1960	50577.34958
1961	50572.69163
1962	50560.97271
1963	50549.69449
1964	50535.80505
1965	50534.84019
1966	50522.65495
1967	50501.49223
1968	50495.39556
1969	50483.28144
1970	50464.27157
1971	50447.87912
1972	50435.69697
1973	50424.41719
1974	50413.8894
1975	50400.16698
1976	50396.69605
1977	50378.92971
1978	50369.23194
1979	50358.92728
1980	50339.49589
1981	50329.40867
1982	50323.61623
1983	50307.55403
1984	50298.13069
1985	50287.58323
1986	50278.18704
1987	50260.20909
1988	50255.07483
1989	50253.914
1990	50243.58716
